homestatecode,salestatecode,month,year,txn_count,salestatename,homestatename
08,27,1,2020,1,MAHARASHTRA,RAJASTHAN
24,27,1,2020,9,MAHARASHTRA,GUJARAT
36,27,1,2020,2,MAHARASHTRA,TELANGANA
27,30,1,2020,6,GOA,MAHARASHTRA
27,32,1,2020,4,KERALA,MAHARASHTRA
27,36,1,2020,68,TELANGANA,MAHARASHTRA
08,06,2,2020,3,HARYANA,RAJASTHAN
30,06,2,2020,1,HARYANA,GOA
06,11,2,2020,2,SIKKIM,HARYANA
23,24,2,2020,6,GUJARAT,MADHYA PRADESH
27,24,2,2020,2,GUJARAT,MAHARASHTRA
03,06,3,2020,1,HARYANA,PUNJAB
06,08,3,2020,3,RAJASTHAN,HARYANA
09,10,3,2020,1,BIHAR,UTTAR PRADESH
08,24,3,2020,1,GUJARAT,RAJASTHAN
28,36,3,2020,345,TELANGANA,ANDHRA PRADESH
27,20,4,2020,1,JHARKHAND,MAHARASHTRA
29,28,4,2020,1,ANDHRA PRADESH,KARNATAKA
27,29,4,2020,1,KARNATAKA,MAHARASHTRA
27,36,4,2020,61,TELANGANA,MAHARASHTRA
11,05,5,2020,22,UTTARAKHAND,SIKKIM
10,20,5,2020,3,JHARKHAND,BIHAR
11,21,5,2020,5,ODISHA,SIKKIM
09,27,5,2020,15,MAHARASHTRA,UTTAR PRADESH
36,28,5,2020,29,ANDHRA PRADESH,TELANGANA
11,30,5,2020,1,GOA,SIKKIM
13,30,5,2020,2,GOA,NAGALAND
27,30,5,2020,3,GOA,MAHARASHTRA
09,32,5,2020,1,KERALA,UTTAR PRADESH
06,01,6,2020,1,JAMMU AND KASHMIR,HARYANA
23,09,6,2020,2,UTTAR PRADESH,MADHYA PRADESH
36,09,6,2020,4,UTTAR PRADESH,TELANGANA
09,23,6,2020,1,MADHYA PRADESH,UTTAR PRADESH
23,24,6,2020,2,GUJARAT,MADHYA PRADESH
09,29,6,2020,2,KARNATAKA,UTTAR PRADESH
29,32,6,2020,89,KERALA,KARNATAKA
09,01,7,2020,391,JAMMU AND KASHMIR,UTTAR PRADESH
23,01,7,2020,6,JAMMU AND KASHMIR,MADHYA PRADESH
06,05,7,2020,1,UTTARAKHAND,HARYANA
09,05,7,2020,25,UTTARAKHAND,UTTAR PRADESH
09,06,7,2020,80,HARYANA,UTTAR PRADESH
10,06,7,2020,25,HARYANA,BIHAR
06,09,7,2020,57,UTTAR PRADESH,HARYANA
24,09,7,2020,20,UTTAR PRADESH,GUJARAT
27,09,7,2020,469,UTTAR PRADESH,MAHARASHTRA
06,22,7,2020,12,CHHATTISGARH,HARYANA
06,24,7,2020,1,GUJARAT,HARYANA
08,24,7,2020,5,GUJARAT,RAJASTHAN
09,27,7,2020,28,MAHARASHTRA,UTTAR PRADESH
09,30,7,2020,17,GOA,UTTAR PRADESH
06,31,7,2020,16,LAKSHADWEEP,HARYANA
24,32,7,2020,1,KERALA,GUJARAT
20,35,7,2020,1,ANDAMAN AND NICOBAR ISLANDS,JHARKHAND
27,36,7,2020,12,TELANGANA,MAHARASHTRA
09,01,8,2020,164,JAMMU AND KASHMIR,UTTAR PRADESH
10,01,8,2020,14,JAMMU AND KASHMIR,BIHAR
06,03,8,2020,3,PUNJAB,HARYANA
20,06,8,2020,1,HARYANA,JHARKHAND
24,09,8,2020,22,UTTAR PRADESH,GUJARAT
27,20,8,2020,1,JHARKHAND,MAHARASHTRA
20,24,8,2020,1,GUJARAT,JHARKHAND
32,30,8,2020,1,GOA,KERALA
06,37,8,2020,2,LADAKH,HARYANA
10,01,9,2020,14,JAMMU AND KASHMIR,BIHAR
01,03,9,2020,1,PUNJAB,JAMMU AND KASHMIR
10,05,9,2020,1,UTTARAKHAND,BIHAR
08,06,9,2020,1,HARYANA,RAJASTHAN
10,06,9,2020,63,HARYANA,BIHAR
20,06,9,2020,2,HARYANA,JHARKHAND
06,09,9,2020,56,UTTAR PRADESH,HARYANA
27,09,9,2020,470,UTTAR PRADESH,MAHARASHTRA
29,09,9,2020,4,UTTAR PRADESH,KARNATAKA
36,09,9,2020,3,UTTAR PRADESH,TELANGANA
06,10,9,2020,2,BIHAR,HARYANA
10,14,9,2020,2,MANIPUR,BIHAR
12,14,9,2020,1,MANIPUR,ARUNACHAL PRADESH
10,20,9,2020,145,JHARKHAND,BIHAR
10,27,9,2020,55,MAHARASHTRA,BIHAR
29,27,9,2020,9,MAHARASHTRA,KARNATAKA
32,29,9,2020,2,KARNATAKA,KERALA
10,30,9,2020,15,GOA,BIHAR
27,30,9,2020,27,GOA,MAHARASHTRA
24,32,9,2020,1,KERALA,GUJARAT
10,35,9,2020,1,ANDAMAN AND NICOBAR ISLANDS,BIHAR
27,36,9,2020,15,TELANGANA,MAHARASHTRA
06,04,10,2020,2,CHANDIGARH,HARYANA
09,05,10,2020,12,UTTARAKHAND,UTTAR PRADESH
10,05,10,2020,1,UTTARAKHAND,BIHAR
20,06,10,2020,1,HARYANA,JHARKHAND
24,09,10,2020,19,UTTAR PRADESH,GUJARAT
10,13,10,2020,16,NAGALAND,BIHAR
10,23,10,2020,19,MADHYA PRADESH,BIHAR
23,24,10,2020,62,GUJARAT,MADHYA PRADESH
27,24,10,2020,42,GUJARAT,MAHARASHTRA
09,28,10,2020,4,ANDHRA PRADESH,UTTAR PRADESH
10,28,10,2020,5,ANDHRA PRADESH,BIHAR
09,29,10,2020,1,KARNATAKA,UTTAR PRADESH
28,29,10,2020,2,KARNATAKA,ANDHRA PRADESH
32,29,10,2020,3,KARNATAKA,KERALA
29,30,10,2020,139,GOA,KARNATAKA
12,33,10,2020,1,TAMIL NADU,ARUNACHAL PRADESH
09,05,11,2020,9,UTTARAKHAND,UTTAR PRADESH
20,06,11,2020,3,HARYANA,JHARKHAND
23,08,11,2020,6,RAJASTHAN,MADHYA PRADESH
06,09,11,2020,52,UTTAR PRADESH,HARYANA
08,09,11,2020,14,UTTAR PRADESH,RAJASTHAN
20,09,11,2020,19,UTTAR PRADESH,JHARKHAND
23,09,11,2020,16,UTTAR PRADESH,MADHYA PRADESH
20,10,11,2020,2,BIHAR,JHARKHAND
06,24,11,2020,3,GUJARAT,HARYANA
20,24,11,2020,6,GUJARAT,JHARKHAND
09,27,11,2020,166,MAHARASHTRA,UTTAR PRADESH
10,27,11,2020,163,MAHARASHTRA,BIHAR
09,28,11,2020,5,ANDHRA PRADESH,UTTAR PRADESH
29,28,11,2020,19,ANDHRA PRADESH,KARNATAKA
33,28,11,2020,1,ANDHRA PRADESH,TAMIL NADU
33,29,11,2020,7,KARNATAKA,TAMIL NADU
32,30,11,2020,1,GOA,KERALA
09,32,11,2020,7,KERALA,UTTAR PRADESH
23,32,11,2020,5,KERALA,MADHYA PRADESH
24,32,11,2020,2,KERALA,GUJARAT
29,32,11,2020,113,KERALA,KARNATAKA
36,32,11,2020,1,KERALA,TELANGANA
20,01,12,2020,1,JAMMU AND KASHMIR,JHARKHAND
20,06,12,2020,3,HARYANA,JHARKHAND
10,08,12,2020,1,RAJASTHAN,BIHAR
29,08,12,2020,1,RAJASTHAN,KARNATAKA
06,09,12,2020,52,UTTAR PRADESH,HARYANA
10,09,12,2020,10,UTTAR PRADESH,BIHAR
23,09,12,2020,12,UTTAR PRADESH,MADHYA PRADESH
20,10,12,2020,2,BIHAR,JHARKHAND
08,23,12,2020,2,MADHYA PRADESH,RAJASTHAN
24,23,12,2020,1,MADHYA PRADESH,GUJARAT
06,24,12,2020,1,GUJARAT,HARYANA
08,24,12,2020,22,GUJARAT,RAJASTHAN
09,24,12,2020,240,GUJARAT,UTTAR PRADESH
20,24,12,2020,7,GUJARAT,JHARKHAND
27,24,12,2020,60,GUJARAT,MAHARASHTRA
29,24,12,2020,1,GUJARAT,KARNATAKA
24,27,12,2020,1,MAHARASHTRA,GUJARAT
09,29,12,2020,4,KARNATAKA,UTTAR PRADESH
10,29,12,2020,6,KARNATAKA,BIHAR
23,30,12,2020,1,GOA,MADHYA PRADESH
06,32,12,2020,1,KERALA,HARYANA
24,32,12,2020,3,KERALA,GUJARAT
27,32,12,2020,27,KERALA,MAHARASHTRA
36,32,12,2020,1,KERALA,TELANGANA
06,33,12,2020,10,TAMIL NADU,HARYANA
29,36,12,2020,41,TELANGANA,KARNATAKA
08,06,1,2021,2,HARYANA,RAJASTHAN
36,06,1,2021,1,HARYANA,TELANGANA
27,08,1,2021,2,RAJASTHAN,MAHARASHTRA
09,23,1,2021,30,MADHYA PRADESH,UTTAR PRADESH
23,24,1,2021,60,GUJARAT,MADHYA PRADESH
32,29,1,2021,1,KARNATAKA,KERALA
32,30,1,2021,1,GOA,KERALA
24,32,1,2021,3,KERALA,GUJARAT
27,32,1,2021,31,KERALA,MAHARASHTRA
27,36,1,2021,29,TELANGANA,MAHARASHTRA
27,01,2,2021,3,JAMMU AND KASHMIR,MAHARASHTRA
33,02,2,2021,1,HIMACHAL PRADESH,TAMIL NADU
20,06,2,2021,1,HARYANA,JHARKHAND
23,06,2,2021,7,HARYANA,MADHYA PRADESH
06,08,2,2021,14,RAJASTHAN,HARYANA
10,08,2,2021,7,RAJASTHAN,BIHAR
08,09,2,2021,16,UTTAR PRADESH,RAJASTHAN
20,09,2,2021,30,UTTAR PRADESH,JHARKHAND
23,09,2,2021,4,UTTAR PRADESH,MADHYA PRADESH
06,10,2,2021,2,BIHAR,HARYANA
10,20,2,2021,158,JHARKHAND,BIHAR
29,20,2,2021,1,JHARKHAND,KARNATAKA
27,23,2,2021,1,MADHYA PRADESH,MAHARASHTRA
08,24,2,2021,72,GUJARAT,RAJASTHAN
20,24,2,2021,7,GUJARAT,JHARKHAND
10,27,2,2021,105,MAHARASHTRA,BIHAR
28,27,2,2021,1,MAHARASHTRA,ANDHRA PRADESH
06,32,2,2021,1,KERALA,HARYANA
33,32,2,2021,19,KERALA,TAMIL NADU
36,32,2,2021,2,KERALA,TELANGANA
09,33,2,2021,1,TAMIL NADU,UTTAR PRADESH
27,36,2,2021,29,TELANGANA,MAHARASHTRA
20,01,3,2021,5,JAMMU AND KASHMIR,JHARKHAND
27,01,3,2021,4,JAMMU AND KASHMIR,MAHARASHTRA
10,02,3,2021,1,HIMACHAL PRADESH,BIHAR
10,03,3,2021,21,PUNJAB,BIHAR
23,06,3,2021,72,HARYANA,MADHYA PRADESH
06,08,3,2021,27,RAJASTHAN,HARYANA
23,08,3,2021,44,RAJASTHAN,MADHYA PRADESH
27,08,3,2021,4,RAJASTHAN,MAHARASHTRA
06,09,3,2021,55,UTTAR PRADESH,HARYANA
10,09,3,2021,56,UTTAR PRADESH,BIHAR
24,09,3,2021,19,UTTAR PRADESH,GUJARAT
29,09,3,2021,2,UTTAR PRADESH,KARNATAKA
06,10,3,2021,4,BIHAR,HARYANA
36,10,3,2021,3,BIHAR,TELANGANA
29,20,3,2021,1,JHARKHAND,KARNATAKA
09,23,3,2021,71,MADHYA PRADESH,UTTAR PRADESH
10,23,3,2021,28,MADHYA PRADESH,BIHAR
28,23,3,2021,1,MADHYA PRADESH,ANDHRA PRADESH
08,24,3,2021,101,GUJARAT,RAJASTHAN
29,28,3,2021,1,ANDHRA PRADESH,KARNATAKA
33,29,3,2021,25,KARNATAKA,TAMIL NADU
27,33,3,2021,1,TAMIL NADU,MAHARASHTRA
10,35,3,2021,1,ANDAMAN AND NICOBAR ISLANDS,BIHAR
28,36,3,2021,119,TELANGANA,ANDHRA PRADESH
06,01,4,2021,6,JAMMU AND KASHMIR,HARYANA
20,02,4,2021,3,HIMACHAL PRADESH,JHARKHAND
03,06,4,2021,9,HARYANA,PUNJAB
08,06,4,2021,47,HARYANA,RAJASTHAN
09,06,4,2021,1312,HARYANA,UTTAR PRADESH
20,06,4,2021,16,HARYANA,JHARKHAND
21,06,4,2021,1,HARYANA,ODISHA
23,08,4,2021,104,RAJASTHAN,MADHYA PRADESH
27,08,4,2021,6,RAJASTHAN,MAHARASHTRA
06,10,4,2021,18,BIHAR,HARYANA
09,10,4,2021,52,BIHAR,UTTAR PRADESH
21,10,4,2021,2,BIHAR,ODISHA
23,10,4,2021,1,BIHAR,MADHYA PRADESH
10,20,4,2021,139,JHARKHAND,BIHAR
08,23,4,2021,4,MADHYA PRADESH,RAJASTHAN
10,27,4,2021,793,MAHARASHTRA,BIHAR
21,27,4,2021,8,MAHARASHTRA,ODISHA
23,27,4,2021,47,MAHARASHTRA,MADHYA PRADESH
09,28,4,2021,83,ANDHRA PRADESH,UTTAR PRADESH
19,35,1,2022,8,ANDAMAN AND NICOBAR ISLANDS,WEST BENGAL
33,35,1,2022,1,ANDAMAN AND NICOBAR ISLANDS,TAMIL NADU
20,01,2,2022,16,JAMMU AND KASHMIR,JHARKHAND
23,01,2,2022,77,JAMMU AND KASHMIR,MADHYA PRADESH
03,02,2,2022,5,HIMACHAL PRADESH,PUNJAB
08,02,2,2022,5,HIMACHAL PRADESH,RAJASTHAN
09,02,2,2022,2085,HIMACHAL PRADESH,UTTAR PRADESH
10,02,2,2022,547,HIMACHAL PRADESH,BIHAR
23,02,2,2022,19,HIMACHAL PRADESH,MADHYA PRADESH
01,03,2,2022,1,PUNJAB,JAMMU AND KASHMIR
05,03,2,2022,9,PUNJAB,UTTARAKHAND
06,03,2,2022,19,PUNJAB,HARYANA
08,03,2,2022,15,PUNJAB,RAJASTHAN
06,05,2,2022,15,UTTARAKHAND,HARYANA
27,05,2,2022,1,UTTARAKHAND,MAHARASHTRA
01,06,2,2022,7,HARYANA,JAMMU AND KASHMIR
02,06,2,2022,5,HARYANA,HIMACHAL PRADESH
07,06,2,2022,257,HARYANA,DELHI
02,07,2,2022,135,DELHI,HIMACHAL PRADESH
08,07,2,2022,1218,DELHI,RAJASTHAN
06,08,2,2022,152,RAJASTHAN,HARYANA
06,09,2,2022,198,UTTAR PRADESH,HARYANA
20,09,2,2022,138,UTTAR PRADESH,JHARKHAND
29,09,2,2022,11,UTTAR PRADESH,KARNATAKA
06,15,2,2022,2,MIZORAM,HARYANA
19,16,2,2022,15,TRIPURA,WEST BENGAL
27,16,2,2022,1,TRIPURA,MAHARASHTRA
21,20,2,2022,3,JHARKHAND,ODISHA
09,21,2,2022,1,ODISHA,UTTAR PRADESH
09,23,2,2022,638,MADHYA PRADESH,UTTAR PRADESH
27,23,2,2022,233,MADHYA PRADESH,MAHARASHTRA
05,24,2,2022,2,GUJARAT,UTTARAKHAND
32,24,2,2022,1,GUJARAT,KERALA
07,27,2,2022,7,MAHARASHTRA,DELHI
13,27,2,2022,1,MAHARASHTRA,NAGALAND
19,27,2,2022,45,MAHARASHTRA,WEST BENGAL
36,27,2,2022,11,MAHARASHTRA,TELANGANA
09,29,2,2022,267,KARNATAKA,UTTAR PRADESH
19,29,2,2022,1,KARNATAKA,WEST BENGAL
30,29,2,2022,5,KARNATAKA,GOA
36,29,2,2022,12,KARNATAKA,TELANGANA
08,30,2,2022,1,GOA,RAJASTHAN
27,30,2,2022,46,GOA,MAHARASHTRA
33,30,2,2022,2,GOA,TAMIL NADU
06,32,2,2022,1,KERALA,HARYANA
09,32,2,2022,122,KERALA,UTTAR PRADESH
19,32,2,2022,10,KERALA,WEST BENGAL
24,32,2,2022,2,KERALA,GUJARAT
27,32,2,2022,52,KERALA,MAHARASHTRA
29,32,2,2022,299,KERALA,KARNATAKA
08,33,2,2022,1,TAMIL NADU,RAJASTHAN
20,33,2,2022,86,TAMIL NADU,JHARKHAND
27,33,2,2022,3,TAMIL NADU,MAHARASHTRA
29,33,2,2022,3,TAMIL NADU,KARNATAKA
06,36,2,2022,2,TELANGANA,HARYANA
08,36,2,2022,6,TELANGANA,RAJASTHAN
22,36,2,2022,4,TELANGANA,CHHATTISGARH
27,36,2,2022,135,TELANGANA,MAHARASHTRA
29,36,2,2022,176,TELANGANA,KARNATAKA
10,37,2,2022,1,LADAKH,BIHAR
07,01,3,2022,14,JAMMU AND KASHMIR,DELHI
10,01,3,2022,238,JAMMU AND KASHMIR,BIHAR
20,01,3,2022,16,JAMMU AND KASHMIR,JHARKHAND
05,02,3,2022,26,HIMACHAL PRADESH,UTTARAKHAND
08,02,3,2022,2,HIMACHAL PRADESH,RAJASTHAN
23,02,3,2022,34,HIMACHAL PRADESH,MADHYA PRADESH
05,03,3,2022,14,PUNJAB,UTTARAKHAND
07,03,3,2022,7,PUNJAB,DELHI
08,03,3,2022,13,PUNJAB,RAJASTHAN
10,03,3,2022,1304,PUNJAB,BIHAR
27,05,3,2022,2,UTTARAKHAND,MAHARASHTRA
19,06,3,2022,57,HARYANA,WEST BENGAL
30,06,3,2022,2,HARYANA,GOA
02,07,3,2022,70,DELHI,HIMACHAL PRADESH
10,07,3,2022,86001,DELHI,BIHAR
16,07,3,2022,1,DELHI,TRIPURA
21,08,3,2022,2,RAJASTHAN,ODISHA
27,08,3,2022,7,RAJASTHAN,MAHARASHTRA
08,09,3,2022,26,UTTAR PRADESH,RAJASTHAN
21,09,3,2022,34,UTTAR PRADESH,ODISHA
32,09,3,2022,1,UTTAR PRADESH,KERALA
06,10,3,2022,137,BIHAR,HARYANA
11,10,3,2022,3,BIHAR,SIKKIM
24,10,3,2022,12,BIHAR,GUJARAT
21,11,3,2022,1,SIKKIM,ODISHA
09,12,3,2022,2,ARUNACHAL PRADESH,UTTAR PRADESH
10,16,3,2022,1005,TRIPURA,BIHAR
10,17,3,2022,4,MEGHALAYA,BIHAR
06,20,3,2022,2,JHARKHAND,HARYANA
07,20,3,2022,10,JHARKHAND,DELHI
06,22,3,2022,4,CHHATTISGARH,HARYANA
21,22,3,2022,5,CHHATTISGARH,ODISHA
23,22,3,2022,31,CHHATTISGARH,MADHYA PRADESH
05,23,3,2022,3,MADHYA PRADESH,UTTARAKHAND
08,23,3,2022,52,MADHYA PRADESH,RAJASTHAN
10,23,3,2022,361,MADHYA PRADESH,BIHAR
21,23,3,2022,6,MADHYA PRADESH,ODISHA
29,23,3,2022,3,MADHYA PRADESH,KARNATAKA
32,23,3,2022,1,MADHYA PRADESH,KERALA
06,24,3,2022,38,GUJARAT,HARYANA
08,24,3,2022,352,GUJARAT,RAJASTHAN
10,24,3,2022,1926,GUJARAT,BIHAR
19,24,3,2022,11,GUJARAT,WEST BENGAL
20,24,3,2022,83,GUJARAT,JHARKHAND
09,27,3,2022,9892,MAHARASHTRA,UTTAR PRADESH
10,28,3,2022,26,ANDHRA PRADESH,BIHAR
20,28,3,2022,4,ANDHRA PRADESH,JHARKHAND
23,28,3,2022,12,ANDHRA PRADESH,MADHYA PRADESH
29,28,3,2022,25,ANDHRA PRADESH,KARNATAKA
09,29,3,2022,245,KARNATAKA,UTTAR PRADESH
16,29,3,2022,5,KARNATAKA,TRIPURA
23,29,3,2022,8,KARNATAKA,MADHYA PRADESH
28,29,3,2022,35,KARNATAKA,ANDHRA PRADESH
06,30,3,2022,2,GOA,HARYANA
09,30,3,2022,122,GOA,UTTAR PRADESH
19,30,3,2022,6,GOA,WEST BENGAL
21,30,3,2022,4,GOA,ODISHA
33,30,3,2022,1,GOA,TAMIL NADU
24,32,3,2022,2,KERALA,GUJARAT
28,32,3,2022,1,KERALA,ANDHRA PRADESH
10,33,3,2022,112,TAMIL NADU,BIHAR
22,33,3,2022,13,TAMIL NADU,CHHATTISGARH
23,33,3,2022,2,TAMIL NADU,MADHYA PRADESH
23,36,3,2022,9,TELANGANA,MADHYA PRADESH
27,36,3,2022,39,TELANGANA,MAHARASHTRA
30,36,3,2022,2,TELANGANA,GOA
33,36,3,2022,3,TELANGANA,TAMIL NADU
05,01,4,2022,7,JAMMU AND KASHMIR,UTTARAKHAND
07,01,4,2022,18,JAMMU AND KASHMIR,DELHI
08,01,4,2022,8,JAMMU AND KASHMIR,RAJASTHAN
10,01,4,2022,367,JAMMU AND KASHMIR,BIHAR
27,01,4,2022,5,JAMMU AND KASHMIR,MAHARASHTRA
05,02,4,2022,31,HIMACHAL PRADESH,UTTARAKHAND
10,02,4,2022,734,HIMACHAL PRADESH,BIHAR
19,02,4,2022,2,HIMACHAL PRADESH,WEST BENGAL
05,03,4,2022,8,PUNJAB,UTTARAKHAND
16,03,4,2022,1,PUNJAB,TRIPURA
21,05,4,2022,4,UTTARAKHAND,ODISHA
24,05,4,2022,1,UTTARAKHAND,GUJARAT
27,05,4,2022,1,UTTARAKHAND,MAHARASHTRA
29,06,4,2022,3,HARYANA,KARNATAKA
36,06,4,2022,1,HARYANA,TELANGANA
03,07,4,2022,21,DELHI,PUNJAB
10,07,4,2022,78960,DELHI,BIHAR
24,07,4,2022,63,DELHI,GUJARAT
27,07,4,2022,61,DELHI,MAHARASHTRA
03,08,4,2022,7,RAJASTHAN,PUNJAB
09,08,4,2022,2777,RAJASTHAN,UTTAR PRADESH
10,08,4,2022,611,RAJASTHAN,BIHAR
19,09,4,2022,3,UTTAR PRADESH,WEST BENGAL
01,10,4,2022,1,BIHAR,JAMMU AND KASHMIR
06,17,4,2022,2,MEGHALAYA,HARYANA
10,19,4,2022,10,WEST BENGAL,BIHAR
23,19,4,2022,1,WEST BENGAL,MADHYA PRADESH
23,22,4,2022,19,CHHATTISGARH,MADHYA PRADESH
06,23,4,2022,10,MADHYA PRADESH,HARYANA
08,23,4,2022,73,MADHYA PRADESH,RAJASTHAN
09,23,4,2022,1132,MADHYA PRADESH,UTTAR PRADESH
20,23,4,2022,37,MADHYA PRADESH,JHARKHAND
27,23,4,2022,80,MADHYA PRADESH,MAHARASHTRA
29,23,4,2022,6,MADHYA PRADESH,KARNATAKA
05,24,4,2022,5,GUJARAT,UTTARAKHAND
06,24,4,2022,34,GUJARAT,HARYANA
29,24,4,2022,9,GUJARAT,KARNATAKA
08,27,4,2022,65,MAHARASHTRA,RAJASTHAN
23,27,4,2022,188,MAHARASHTRA,MADHYA PRADESH
32,27,4,2022,3,MAHARASHTRA,KERALA
05,29,4,2022,1,KARNATAKA,UTTARAKHAND
06,29,4,2022,1,KARNATAKA,HARYANA
10,29,4,2022,357,KARNATAKA,BIHAR
20,29,4,2022,8,KARNATAKA,JHARKHAND
24,29,4,2022,3,KARNATAKA,GUJARAT
27,29,4,2022,79,KARNATAKA,MAHARASHTRA
36,29,4,2022,2,KARNATAKA,TELANGANA
08,30,4,2022,2,GOA,RAJASTHAN
21,30,4,2022,5,GOA,ODISHA
23,30,4,2022,8,GOA,MADHYA PRADESH
27,30,4,2022,43,GOA,MAHARASHTRA
07,32,4,2022,7,KERALA,DELHI
09,32,4,2022,115,KERALA,UTTAR PRADESH
24,32,4,2022,1,KERALA,GUJARAT
28,32,4,2022,7,KERALA,ANDHRA PRADESH
08,33,4,2022,2,TAMIL NADU,RAJASTHAN
09,33,4,2022,35,TAMIL NADU,UTTAR PRADESH
16,33,4,2022,4,TAMIL NADU,TRIPURA
20,33,4,2022,75,TAMIL NADU,JHARKHAND
27,33,4,2022,3,TAMIL NADU,MAHARASHTRA
32,33,4,2022,4,TAMIL NADU,KERALA
32,35,4,2022,2,ANDAMAN AND NICOBAR ISLANDS,KERALA
27,36,4,2022,21,TELANGANA,MAHARASHTRA
01,37,4,2022,5,LADAKH,JAMMU AND KASHMIR
19,01,5,2022,3,JAMMU AND KASHMIR,WEST BENGAL
06,02,5,2022,38,HIMACHAL PRADESH,HARYANA
20,02,5,2022,23,HIMACHAL PRADESH,JHARKHAND
02,03,5,2022,1,PUNJAB,HIMACHAL PRADESH
08,03,5,2022,2,PUNJAB,RAJASTHAN
07,05,5,2022,24,UTTARAKHAND,DELHI
10,05,5,2022,436,UTTARAKHAND,BIHAR
05,06,5,2022,130,HARYANA,UTTARAKHAND
08,06,5,2022,505,HARYANA,RAJASTHAN
24,06,5,2022,6,HARYANA,GUJARAT
27,06,5,2022,20,HARYANA,MAHARASHTRA
02,07,5,2022,52,DELHI,HIMACHAL PRADESH
09,07,5,2022,62495,DELHI,UTTAR PRADESH
27,07,5,2022,60,DELHI,MAHARASHTRA
28,07,5,2022,3,DELHI,ANDHRA PRADESH
33,07,5,2022,158,DELHI,TAMIL NADU
10,08,5,2022,601,RAJASTHAN,BIHAR
06,10,5,2022,178,BIHAR,HARYANA
19,10,5,2022,51,BIHAR,WEST BENGAL
21,10,5,2022,22,BIHAR,ODISHA
27,37,9,2021,1,LADAKH,MAHARASHTRA
03,01,10,2021,2,JAMMU AND KASHMIR,PUNJAB
05,01,10,2021,2,JAMMU AND KASHMIR,UTTARAKHAND
08,01,10,2021,1,JAMMU AND KASHMIR,RAJASTHAN
21,01,10,2021,2,JAMMU AND KASHMIR,ODISHA
20,03,10,2021,2,PUNJAB,JHARKHAND
10,04,10,2021,8,CHANDIGARH,BIHAR
27,06,10,2021,10,HARYANA,MAHARASHTRA
36,06,10,2021,1,HARYANA,TELANGANA
01,07,10,2021,15,DELHI,JAMMU AND KASHMIR
03,07,10,2021,3,DELHI,PUNJAB
10,07,10,2021,45615,DELHI,BIHAR
20,07,10,2021,658,DELHI,JHARKHAND
28,07,10,2021,2,DELHI,ANDHRA PRADESH
29,07,10,2021,1,DELHI,KARNATAKA
33,07,10,2021,43,DELHI,TAMIL NADU
24,08,10,2021,16,RAJASTHAN,GUJARAT
29,08,10,2021,1,RAJASTHAN,KARNATAKA
36,08,10,2021,1,RAJASTHAN,TELANGANA
24,09,10,2021,14,UTTAR PRADESH,GUJARAT
28,10,10,2021,3,BIHAR,ANDHRA PRADESH
29,10,10,2021,3,BIHAR,KARNATAKA
06,20,10,2021,3,JHARKHAND,HARYANA
21,20,10,2021,8,JHARKHAND,ODISHA
07,23,10,2021,5,MADHYA PRADESH,DELHI
27,24,10,2021,579,GUJARAT,MAHARASHTRA
32,27,10,2021,2,MAHARASHTRA,KERALA
27,28,10,2021,1,ANDHRA PRADESH,MAHARASHTRA
09,29,10,2021,181,KARNATAKA,UTTAR PRADESH
23,29,10,2021,6,KARNATAKA,MADHYA PRADESH
32,29,10,2021,22,KARNATAKA,KERALA
09,30,10,2021,105,GOA,UTTAR PRADESH
29,30,10,2021,198,GOA,KARNATAKA
33,30,10,2021,1,GOA,TAMIL NADU
08,32,10,2021,1,KERALA,RAJASTHAN
19,32,10,2021,4,KERALA,WEST BENGAL
21,32,10,2021,5,KERALA,ODISHA
24,32,10,2021,1,KERALA,GUJARAT
33,32,10,2021,171,KERALA,TAMIL NADU
16,33,10,2021,2,TAMIL NADU,TRIPURA
20,33,10,2021,110,TAMIL NADU,JHARKHAND
10,35,10,2021,2,ANDAMAN AND NICOBAR ISLANDS,BIHAR
28,35,10,2021,1,ANDAMAN AND NICOBAR ISLANDS,ANDHRA PRADESH
27,36,10,2021,40,TELANGANA,MAHARASHTRA
32,36,10,2021,1,TELANGANA,KERALA
33,36,10,2021,1,TELANGANA,TAMIL NADU
01,37,10,2021,5,LADAKH,JAMMU AND KASHMIR
10,37,10,2021,4,LADAKH,BIHAR
09,01,11,2021,537,JAMMU AND KASHMIR,UTTAR PRADESH
03,02,11,2021,1,HIMACHAL PRADESH,PUNJAB
33,02,11,2021,2,HIMACHAL PRADESH,TAMIL NADU
20,03,11,2021,4,PUNJAB,JHARKHAND
09,04,11,2021,1,CHANDIGARH,UTTAR PRADESH
02,05,11,2021,1,UTTARAKHAND,HIMACHAL PRADESH
09,05,11,2021,2487,UTTARAKHAND,UTTAR PRADESH
10,05,11,2021,203,UTTARAKHAND,BIHAR
23,05,11,2021,21,UTTARAKHAND,MADHYA PRADESH
24,06,11,2021,8,HARYANA,GUJARAT
01,07,11,2021,10,DELHI,JAMMU AND KASHMIR
06,08,11,2021,109,RAJASTHAN,HARYANA
21,09,11,2021,14,UTTAR PRADESH,ODISHA
27,09,11,2021,750,UTTAR PRADESH,MAHARASHTRA
29,09,11,2021,21,UTTAR PRADESH,KARNATAKA
03,10,11,2021,1,BIHAR,PUNJAB
23,10,11,2021,10,BIHAR,MADHYA PRADESH
